orderID,candidate_address,is_comp,subject_address,bath_score_diff,full_baths_diff,half_baths_diff,room_count_diff,bedrooms_diff,effective_age_diff,subject_age_diff,lot_size_diff_sf,gla_diff,gla_per_bedroom_diff,lot_util_diff,condition_diff,basement_score_diff,abs_bath_score_diff,abs_full_bath_diff,abs_half_bath_diff,abs_room_count_diff,abs_bedrooms_diff,abs_effective_age_diff,abs_subject_age_diff,abs_lot_size_diff_sf,abs_gla_diff,abs_basement_score_diff,distance_to_subject_km,same_property_type,sold_recently,score,rank,subject_bath_score,subject_num_full_baths,subject_num_half_baths,subject_bedrooms,subject_gla,subject_lot_size_sf,subject_property_type,subject_condition,candidate_bath_score,candidate_num_full_baths,candidate_num_half_baths,candidate_bedrooms,candidate_gla,candidate_lot_size_sf,candidate_property_type,candidate_close_price,candidate_condition,explanation
4759562,1702 Caldwell Rd,1,10 Heritage Hills Dr Eastern Passage NS B3G1N5,0.0,0.0,0.0,0.0,0.0,-24.0,-8.0,,-118.0,39.33333333333337,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,,118.0,0.0,0.48,1.0,1.0,2.118983745574951,2.0,1.5,1,1,3.0,1132,3500.0,Detached,Average,1.5,1,1,3,1250,,Detached,320000,Inferior,"The candidate property at 1702 Caldwell Rd was considered more comparable to the subject due to having the same number of rooms and bedrooms, which positively influenced the score. Additionally, despite being 24 years older, the effective age of the candidate property had a relatively positive impact. However, the candidate's higher gross living area per bedroom and the lack of recent sale negatively impacted the similarity score. Furthermore, the absence of a difference in basement score also made the candidate less similar to the subject."
4759562,49 Peter Crt,1,10 Heritage Hills Dr Eastern Passage NS B3G1N5,-0.5,-1.0,,0.0,0.0,-7.0,9.0,,-271.0,90.33333333333336,,1.0,0.0,0.5,1.0,,0.0,0.0,7.0,9.0,,271.0,0.0,1.05,1.0,0.0,1.3903759717941284,3.0,1.5,1,1,3.0,1132,3500.0,Detached,Average,2.0,2,0,3,1403,,Detached,370000,Superior,"The candidate property at 49 Peter Crt was ranked as more comparable to the subject at 10 Heritage Hills Dr due to its identical room count and bedrooms, which contributed positively to the score. Additionally, the candidate's lower effective age compared to the subject further increased its similarity score. However, the higher absolute bath score and the younger age of the subject property had a slight negative impact on the candidate's overall similarity score."
4759604,45 Ridgestone Crt,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,0.0,-1.0,-4.0,4.0,,-46.0,137.5,,0.0,1.5,1.0,1.0,0.0,0.0,1.0,4.0,4.0,,46.0,1.5,0.32,1.0,1.0,4.816108703613281,1.0,1.5,1,1,3.0,1788,14232.0,Detached,Average,2.5,2,1,4,1834,,Detached,678000,Similar,"The model ranked the candidate property at 45 Ridgestone Crt as more comparable to the subject property at 283 OSBORNE ST due to its similar room count and a slightly lower effective age. However, the model found the candidate less comparable due to a slight difference in the number of bedrooms and a higher basement score. Overall, the minor differences in bedroom count and basement score slightly outweighed the similarities in room count and effective age, resulting in the given score."
4759604,23 White Dove Crt,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,2.0,0.0,-8.0,0.0,,-132.0,44.0,,0.0,1.5,1.0,1.0,0.0,2.0,0.0,8.0,0.0,,132.0,1.5,0.16,1.0,1.0,4.78519868850708,2.0,1.5,1,1,3.0,1788,14232.0,Detached,Average,2.5,2,1,3,1920,,Detached,680000,Similar,"The model ranked the candidate property at 23 White Dove Crt as more comparable to the subject because it has 2 more rooms and is 8 years newer, contributing positively to the similarity score. However, the fact that it sold recently and has a larger GLA per bedroom and a higher absolute basement score reduced its similarity score slightly."
4759604,94 Tamarack Dr,1,283 OSBORNE ST Halifax NS B3N3H1,-1.0,-1.0,0.0,2.0,0.0,-8.0,0.0,,435.0,145.0,,1.0,1.5,1.0,1.0,0.0,2.0,0.0,8.0,0.0,,435.0,1.5,0.11,1.0,0.0,4.237473487854004,3.0,1.5,1,1,3.0,1788,14232.0,Detached,Average,2.5,2,1,3,1353,,Detached,600000,Superior,"The model ranked the candidate property at 94 Tamarack Dr as relatively more comparable to the subject at 283 OSBORNE ST due to its higher room count and slightly lower effective age, which positively influenced the score. However, the larger difference in gross living area (GLA) and basement score made the candidate less similar, leading to a slightly lower overall score of 4.24."
4759647,209 Glen Arbour Way,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,1.0,2.0,-13.0,18.0,,-903.0,1017.5,,1.0,1.5,0.0,0.0,0.0,1.0,2.0,13.0,18.0,,903.0,1.5,1.3,1.0,1.0,3.7789745330810547,1.0,2.5,2,1,4.0,2264,,Detached,Good,2.5,2,1,2,3167,,Detached,930000,Superior,"The model ranked the candidate property as more comparable to the subject due to its similar room count and effective age, which had positive SHAP values of 0.47 and 0.30, respectively. However, the model found the candidate less similar due to its higher absolute gross living area (903.0) and the subject's older age, resulting in negative SHAP values of -0.05 and -0.58, respectively."
4759647,1 Virginia Dr,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,1.0,0.0,-16.0,15.0,,-79.0,19.75,,1.0,1.5,0.0,0.0,0.0,1.0,0.0,16.0,15.0,,79.0,1.5,5.27,1.0,1.0,3.755472421646118,2.0,2.5,2,1,4.0,2264,,Detached,Good,2.5,2,1,4,2343,,Detached,692000,Inferior,"The model ranked the candidate property at 1 Virginia Dr as more similar to the subject due to its slightly higher room count and effective age, which positively influenced the score. However, the model found the candidate less similar due to the subject property being slightly newer and the candidate having a higher gross living area per bedroom, which negatively impacted the score."
4759647,1693 White Hills Run,1,201 Halfway Lake Dr Hammonds Plains NS B4B1M8,0.0,0.0,0.0,2.0,1.0,-9.0,22.0,,600.0,11.333333333333371,,1.0,1.5,0.0,0.0,0.0,2.0,1.0,9.0,22.0,,600.0,1.5,3.5,1.0,1.0,1.3188668489456177,3.0,2.5,2,1,4.0,2264,,Detached,Good,2.5,2,1,3,1664,,Detached,588000,Inferior,"The model ranked the candidate property at 1693 White Hills Run as more comparable to the subject due to its higher room count (+0.44), lower effective age (-9.0 years, +0.17), and the candidate's age being closer to the subject's age (+0.29). However, the model found the candidate less comparable due to its higher GLA (+600 sq. ft., -0.28) and one additional bedroom (-0.18), despite the absolute age difference being relatively similar (-0.01)."
4759723,334 Shadehill Cres,1,5 Golflinks Dr Ottawa ON K2J 4X9,0.0,0.0,0.0,0.0,0.0,-8.0,5.0,164.0,88.0,29.33333333333337,0.4193617568574875,1.0,1.5,0.0,0.0,0.0,0.0,0.0,8.0,5.0,164.0,88.0,1.5,0.91,1.0,1.0,4.44977331161499,1.0,3.5,3,1,3.0,2530,5987.0,Detached,Good,3.5,3,1,3,2442,5823.0,Detached,1244900,Inferior,"The candidate property was ranked higher due to its similarity in room count, bedroom count, and effective age, as these features positively contributed to its score. However, the property was considered less comparable due to its higher lot utility difference and greater gross living area per bedroom difference, which negatively impacted its score. These differences likely influenced the model's ranking of the candidate property."
4759723,142 Chenoa Way,1,5 Golflinks Dr Ottawa ON K2J 4X9,-1.0,-1.0,0.0,0.0,-1.0,-6.0,7.0,-209.0,-1044.0,50.16666666666663,0.5768140561089034,0.0,1.5,1.0,1.0,0.0,0.0,1.0,6.0,7.0,209.0,1044.0,1.5,1.74,1.0,1.0,3.7084078788757324,2.0,3.5,3,1,3.0,2530,5987.0,Detached,Good,4.5,4,1,4,3574,6196.0,Detached,1435000,Similar,"The candidate property at 142 Chenoa Way received a relatively high score of 3.71 due to its similarity in room count, bedrooms, and effective age to the subject property. Although the absolute gross living area difference and lot utility difference were substantial, they were somewhat mitigated by the other favorable similarities. The model also considered the candidate property's lower effective age as a positive factor, despite the larger absolute gross living area difference."
4759723,100 Brambling Way,1,5 Golflinks Dr Ottawa ON K2J 4X9,-1.0,-1.0,0.0,0.0,-1.0,-3.0,10.0,387.0,-1226.0,95.66666666666664,0.6707045845604389,1.0,1.5,1.0,1.0,0.0,0.0,1.0,3.0,10.0,387.0,1226.0,1.5,1.05,1.0,1.0,3.275866746902466,3.0,3.5,3,1,3.0,2530,5987.0,Detached,Good,4.5,4,1,4,3756,5600.0,Detached,1150000,Inferior,"The candidate property at 100 Brambling Way received a higher score due to its similarity in room count, effective age, and a slightly lower number of bedrooms compared to the subject property. However, the model considered the larger absolute gross living area difference, recent sale status, and higher lot utility difference as factors that made the candidate less comparable to the subject property, leading to the overall score of 3.28."
4759846,40 Kingston Cres,1,54 Kingston Cres Dartmouth NS B3A2M2,0.0,0.0,0.0,1.0,0.0,-41.0,-2.0,,106.0,35.333333333333314,,1.0,1.5,0.0,0.0,0.0,1.0,0.0,41.0,2.0,,106.0,1.5,0.13,1.0,0.0,4.2659807205200195,1.0,1.5,1,1,3.0,1637,6000.0,Detached,Average,1.5,1,1,3,1531,,Detached,708000,Inferior,"The model ranked the candidate property at 40 Kingston Cres as more comparable to the subject property due to having an additional room and a similar number of bedrooms, both of which positively influenced the score. However, the larger difference in the ratio of gross living area to bedrooms and a higher absolute basement score negatively impacted the similarity score, resulting in the overall ranking of 4.27."
4759846,36 Mount Pleasant Ave,1,54 Kingston Cres Dartmouth NS B3A2M2,0.0,0.0,0.0,-1.0,-1.0,-60.0,-21.0,,-242.0,75.91666666666663,,0.0,1.5,0.0,0.0,0.0,1.0,1.0,60.0,21.0,,242.0,1.5,0.49,1.0,1.0,4.195319175720215,2.0,1.5,1,1,3.0,1637,6000.0,Detached,Average,1.5,1,1,4,1879,,Detached,787000,Similar,"The candidate property at 36 Mount Pleasant Ave was ranked as more comparable to the subject property at 54 Kingston Cres due to its significantly lower effective age (-60 years) and subject age (-21 years), which both had positive SHAP values, indicating a stronger match. However, the slightly higher absolute basement score difference (1.5) had a negative SHAP value, indicating a slight dissimilarity, contributing to the overall score of 4.20."
4759846,2 Lawnsdale Dr,1,54 Kingston Cres Dartmouth NS B3A2M2,-0.5,-1.0,,-1.0,-1.0,-61.0,-22.0,,-255.0,72.66666666666663,,1.0,1.5,0.5,1.0,,1.0,1.0,61.0,22.0,,255.0,1.5,0.41,1.0,1.0,3.7044119834899902,3.0,1.5,1,1,3.0,1637,6000.0,Detached,Average,2.0,2,0,4,1892,,Detached,780000,Superior,"The candidate property at 2 Lawnsdale Dr was ranked as relatively comparable to the subject due to its lower room count and bedrooms count, as well as its older effective age, which were all factors that made it more similar to the subject. However, the fact that it was sold recently and had a higher absolute basement score compared to the subject made it slightly less similar, leading to a score of 3.70."
4760530,11 Union St,1,3435 Vandorf Siderd Stouffville ON L4A4H5,0.5,1.0,-1.0,0.0,1.0,-22.0,20.0,384940.0,16.0,173.75,0.0401368762651246,1.0,1.8,0.5,1.0,1.0,0.0,1.0,22.0,20.0,384940.0,16.0,1.8,7.58,1.0,0.0,3.150099992752075,1.0,3.5,3,1,4.0,2149,438083.0,Detached,Average,3.0,2,2,3,2133,53143.0,Detached,2430000,Inferior,"The model ranked the candidate property at 11 Union St as relatively comparable to the subject due to its identical room count, similar effective age, and close subject age. However, the discrepancy in bedrooms, absolute effective age difference, and lot utility made the candidate slightly less similar, resulting in a score of 3.15."
4760530,9 Elias Snider Crt,1,3435 Vandorf Siderd Stouffville ON L4A4H5,-1.0,-1.0,0.0,-4.0,0.0,-10.0,32.0,374050.0,-527.0,131.75,0.0417908389266743,1.0,1.8,1.0,1.0,0.0,4.0,0.0,10.0,32.0,374050.0,527.0,1.8,3.46,1.0,0.0,2.65828275680542,2.0,3.5,3,1,4.0,2149,438083.0,Detached,Average,4.5,4,1,4,2676,64033.0,Detached,2200000,Inferior,"The candidate property at 9 Elias Snider Crt received a relatively high score compared to the subject due to its effective_age being 10 years younger, which significantly contributed to its similarity. Additionally, having the same number of bedrooms and being 32 years newer than the subject also positively influenced the score. However, the model ranked it lower due to a substantial difference in room count and the absolute difference in room count, which had a notable negative impact on the similarity score."
4760530,3948 Vandorf Siderd,1,3435 Vandorf Siderd Stouffville ON L4A4H5,0.0,0.0,0.0,1.0,1.0,3.0,45.0,1220.0,132.0,135.08333333333337,0.0046168954641097,0.0,1.8,0.0,0.0,0.0,1.0,1.0,3.0,45.0,1220.0,132.0,1.8,1.51,1.0,1.0,2.298182725906372,3.0,3.5,3,1,4.0,2149,438083.0,Detached,Average,3.5,3,1,3,2017,436863.0,Detached,2580000,Similar,"The candidate property at 3948 Vandorf Siderd was ranked as more comparable to the subject property due to its similar room count and effective age. Additionally, the modest difference in subject age positively contributed to its similarity score. However, the slight difference in the number of bedrooms and the fact that it was sold recently had a slight negative impact on its similarity ranking."
4760630,368 Barrie St,1,118 Colborne St Kingston ON K7K 1C9,-1.0,-1.0,,-2.0,-2.0,-80.0,35.0,756.0,90.0,168.33333333333331,1.7748236218543727,1.0,0.25,1.0,1.0,,2.0,2.0,80.0,35.0,756.0,90.0,0.25,0.07,1.0,1.0,1.3423402309417725,1.0,1.0,1,0,4.0,1840,1742.0,Townhouse,Average,2.0,2,0,6,1750,986.0,Townhouse,770000,Inferior,"The model ranked the candidate property at 368 Barrie St as more comparable to the subject at 118 Colborne St due to its significantly lower effective age (-80 years) which contributed positively to the similarity score. However, the lower room count (-2) and higher absolute bathroom score (1.0) had a negative impact on the similarity score, indicating some dissimilarity in these aspects."
4760630,297 University Ave,1,118 Colborne St Kingston ON K7K 1C9,-0.5,0.0,,-2.0,-1.0,-80.0,35.0,-43.0,90.0,110.0,0.980367908534562,1.0,0.25,0.5,0.0,,2.0,1.0,80.0,35.0,43.0,90.0,0.25,0.37,1.0,1.0,1.1781134605407715,2.0,1.0,1,0,4.0,1840,1742.0,Townhouse,Average,1.5,1,1,5,1750,1785.0,Townhouse,770000,Inferior,"The model ranked the candidate property at 297 University Ave as more comparable to the subject at 118 Colborne St due to its significantly lower effective age (-80 years) and lower number of bedrooms (-1) compared to the subject. However, the higher room count difference (-2) and slightly higher absolute bathroom score difference (0.5) made the candidate slightly less similar to the subject, resulting in an overall score of 1.18."
4760630,133 William St,1,118 Colborne St Kingston ON K7K 1C9,-1.5,-1.0,,-1.0,-1.0,-80.0,35.0,-272.0,-410.0,10.0,1.1171554934791654,1.0,0.25,1.5,1.0,,1.0,1.0,80.0,35.0,272.0,410.0,0.25,0.63,1.0,1.0,1.0921553373336792,3.0,1.0,1,0,4.0,1840,1742.0,Townhouse,Average,2.5,2,1,5,2250,2014.0,Townhouse,890000,Inferior,"The candidate property at 133 William St was ranked as more comparable to the subject at 118 Colborne St mainly due to its lower effective age (-80 years) and fewer rooms and bedrooms compared to the subject. However, the higher absolute bathroom score (1.5) and the differences in absolute GLA (410 sq. ft.) and absolute age (35 years) had a slight negative impact on the similarity score."
4760651,4 Victoria Dr,1,92 Armcrest Dr Lower Sackville NS B4C3Z9,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-469.0,-186.0,62.00000000000006,0.4140802449152641,0.0,1.5,0.0,0.0,0.0,0.0,0.0,22.0,0.0,469.0,186.0,1.5,0.12,1.0,1.0,4.456702709197998,1.0,1.5,1,1,3.0,1354,3250.0,Detached,Average,1.5,1,1,3,1540,3719.0,Detached,505000,Similar,"The model ranked the candidate property at 4 Victoria Dr as more comparable to the subject due to its similar room count and number of bedrooms, both with positive SHAP values indicating increased similarity. Additionally, the lower effective age of the candidate property compared to the subject contributed positively to its score. However, the relatively recent sale of the candidate property and differences in lot utility and basement score had a slight negative impact on its similarity score."
4760651,9 Penstock Crt,1,92 Armcrest Dr Lower Sackville NS B4C3Z9,0.0,0.0,0.0,0.0,0.0,-27.0,-5.0,102.0,34.0,11.333333333333314,0.4193042858903318,0.0,1.5,0.0,0.0,0.0,0.0,0.0,27.0,5.0,102.0,34.0,1.5,1.62,1.0,0.0,4.370680809020996,2.0,1.5,1,1,3.0,1354,3250.0,Detached,Average,1.5,1,1,3,1320,3148.0,Detached,475000,Similar,"The model ranked the candidate property at 9 Penstock Crt as more comparable to the subject at 92 Armcrest Dr due to their identical room count and bedroom count, which positively influenced the score. Additionally, the relatively close subject age difference of -5 years also contributed positively. However, the larger effective age difference, higher lot utility difference, and greater GLA per bedroom difference had a negative impact on the score, indicating some dissimilarity in these aspects."
4760651,57 Taleen Dr,1,92 Armcrest Dr Lower Sackville NS B4C3Z9,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-150.0,154.0,51.333333333333314,0.3529316122973877,0.0,1.5,0.0,0.0,0.0,0.0,0.0,22.0,0.0,150.0,154.0,1.5,0.37,1.0,1.0,4.2683587074279785,3.0,1.5,1,1,3.0,1354,3250.0,Detached,Average,1.5,1,1,3,1200,3400.0,Detached,487000,Similar,"The candidate property at 57 Taleen Dr received a relatively high score due to its similarity in room count and bedrooms to the subject property at 92 Armcrest Dr. Additionally, despite being 22 years younger than the subject, the effective age difference still contributed positively to its similarity score. However, the relatively large difference in lot utility and GLA per bedroom, as well as having been sold recently, slightly diminished its overall similarity score."
4760900,312 Redstone Ave NE,1,1083 Cornerstone St NE Calgary AB T3N1G5,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1023.0,-228.0,76.0,0.5934013154220782,0.0,1.5,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1023.0,228.0,1.5,1.33,1.0,1.0,4.892767429351807,1.0,2.5,2,1,3.0,1573,4058.0,Detached,Good,2.5,2,1,3,1801,3035.0,Detached,690000,Good,"The model ranked the candidate property as more similar to the subject property due to its slightly higher room count, similar number of bedrooms, and slightly older effective age. However, the model ranked it as less similar due to the smaller difference in lot utility, a slightly higher absolute basement score, and the fact that it was sold more recently, which slightly decreased its comparability score."
4760900,1059 Cornerstone St NE,1,1083 Cornerstone St NE Calgary AB T3N1G5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,990.0,-235.0,78.33333333333326,0.5893000973426957,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,990.0,235.0,1.5,0.06,1.0,1.0,4.791157245635986,2.0,2.5,2,1,3.0,1573,4058.0,Detached,Good,2.5,2,1,3,1808,3068.0,Detached,686000,Good,"The model ranked the candidate property as more comparable to the subject due to its similar room count, bedrooms, and effective age. However, the model found the candidate less comparable due to its relatively recent sale, larger lot utility difference, and higher absolute basement score difference, which contributed to a slightly lower score."
4760900,90 Corner Ridge Mews NE,1,1083 Cornerstone St NE Calgary AB T3N1G5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,678.0,-67.0,22.333333333333258,0.4851982018457546,0.0,1.5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,678.0,67.0,1.5,1.53,1.0,1.0,4.770108699798584,3.0,2.5,2,1,3.0,1573,4058.0,Detached,Good,2.5,2,1,3,1640,3380.0,Detached,680000,Good,"The model ranked the candidate property at 90 Corner Ridge Mews NE as more comparable to the subject due to its identical room count and bedrooms, as well as a relatively close effective age. However, the slightly larger lot size and greater GLA per bedroom of the candidate property made it slightly less similar to the subject. Overall, these similarities and differences resulted in a score of 4.77 for the candidate property."
4761220,3 Blackthorn Dr,1,11 Bashir St Maple ON L6A3A3,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-61.0,36.0,12.0,0.5555836475398305,1.0,1.25,0.0,0.0,0.0,0.0,0.0,3.0,2.0,61.0,36.0,1.25,2.09,1.0,1.0,2.5267109870910645,1.0,3.5,3,1,3.0,1525,2619.0,Detached,Average,3.5,3,1,3,1489,2680.0,Detached,1150000,Superior,"The candidate property at 3 Blackthorn Dr was ranked as more similar to the subject property at 11 Bashir St due to having the same number of rooms and bedrooms, as well as being relatively younger in effective age compared to the subject. However, the model found the candidate to be less similar due to its recent sale, larger lot utility difference, and higher gross living area per bedroom difference, which contributed to the lower overall score."
4761220,74 Gianmarco Way,1,11 Bashir St Maple ON L6A3A3,0.5,1.0,-1.0,1.0,0.0,-5.0,0.0,186.0,-170.0,56.666666666666686,0.6966574094331996,1.0,1.25,0.5,1.0,1.0,1.0,0.0,5.0,0.0,186.0,170.0,1.25,1.22,1.0,1.0,2.2411348819732666,2.0,3.5,3,1,3.0,1525,2619.0,Detached,Average,3.0,2,2,3,1695,2433.0,Detached,1105000,Superior,"The model ranked the candidate property at 74 Gianmarco Way as more comparable to the subject property at 11 Bashir St due to its similar room count and bedrooms, as well as a slightly lower effective age. However, the recent sale of the candidate property and differences in lot utility and GLA per bedroom made it slightly less similar to the subject property."
4761220,20 Del Francesco Way,1,11 Bashir St Maple ON L6A3A3,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-28.0,-47.0,15.666666666666686,0.593866496611435,1.0,1.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,28.0,47.0,1.25,1.39,1.0,1.0,2.198838949203491,3.0,3.5,3,1,3.0,1525,2619.0,Detached,Average,3.5,3,1,3,1572,2647.0,Detached,1045000,Inferior,"The model ranked the candidate property at 20 Del Francesco Way as more comparable to the subject property due to its similarity in room count, bedrooms, and effective age. However, the model found the candidate less comparable due to the recent sale status, lot utility difference, and GLA per bedroom difference, which contributed to its overall score of 2.20."
4761433,158 Eaglewood Dr,1,1368 Shore Dr Bedford NS B4A2E8,0.0,-1.0,,2.0,0.0,-29.0,-1.0,,401.0,100.25,,1.0,1.5,0.0,1.0,,2.0,0.0,29.0,1.0,,401.0,1.5,1.14,1.0,1.0,3.6662213802337646,1.0,3.0,2,2,4.0,2895,26700.0,Detached,Average,3.0,3,0,4,2494,,Detached,1185000,Superior,"The candidate property at 158 Eaglewood Dr received a relatively high score due to its similarity in room count and bedrooms compared to the subject property, with respective SHAP values of +0.28 and +0.14. The effective age difference of -29.0 years also contributed positively with a SHAP value of +0.11. However, the fact that it was sold recently and had a basement score difference of 1.5 contributed negatively, with SHAP values of -0.00 and -0.09, respectively."
4761433,107 Ahmadi Cres,1,1368 Shore Dr Bedford NS B4A2E8,-0.5,-1.0,1.0,-2.0,-1.0,-5.0,23.0,,-879.0,31.049999999999955,,1.0,1.5,0.5,1.0,1.0,2.0,1.0,5.0,23.0,,879.0,1.5,2.91,1.0,0.0,2.3351762294769287,2.0,3.0,2,2,4.0,2895,26700.0,Detached,Average,3.5,3,1,5,3774,,Detached,1200000,Superior,"The model ranked the property at 107 Ahmadi Cres as more comparable to the subject due to its similar effective age and smaller bedroom difference, which had positive SHAP impacts of 0.29 and 0.08, respectively. Conversely, the larger room count difference and greater absolute gross living area difference contributed to its lower similarity score, with negative SHAP impacts of -0.15 and -0.09, respectively."
4761433,428 Heddas Way,1,1368 Shore Dr Bedford NS B4A2E8,0.5,0.0,1.0,2.0,1.0,11.0,39.0,,541.0,60.91666666666663,,1.0,1.5,0.5,0.0,1.0,2.0,1.0,11.0,39.0,,541.0,1.5,11.52,1.0,1.0,1.7849231958389282,3.0,3.0,2,2,4.0,2895,26700.0,Detached,Average,2.5,2,1,3,2354,,Detached,1895000,Superior,"The model ranked the candidate property at 428 Heddas Way as relatively comparable to the subject property at 1368 Shore Dr Bedford NS B4A2E8 due to its higher room count and closer effective and subject ages, which positively influenced the similarity score. However, the lower number of bedrooms and larger difference in gross living area negatively impacted the similarity score, indicating some dissimilarity in these aspects."
4761446,1249 Carfa Cres,1,5004 Fox Run Pl Kingston ON K7P0E4,-1.0,-1.0,,-2.0,-1.0,0.0,10.0,-237.0,-63.0,124.08333333333336,0.2950779434354241,1.0,0.5,1.0,1.0,,2.0,1.0,0.0,10.0,237.0,63.0,0.5,0.51,1.0,0.0,1.098646879196167,1.0,2.0,2,0,3.0,1678,5663.0,Detached,Average,3.0,3,0,4,1741,5900.0,Detached,1095000,Superior,"The candidate property was considered more comparable due to its similar effective age to the subject property, as indicated by an effective_age_diff of 0.0 with a high SHAP impact of +0.39. However, the model found the candidate less similar primarily because of a lower room count compared to the subject, reflected in a room_count_diff of -2.0 with a substantial negative SHAP impact of -0.16. Additionally, the higher lot_util_diff of 0.2950779434354241 contributed to the lower similarity score with a SHAP impact of -0.24."
4761446,868 Roshan Dr,1,5004 Fox Run Pl Kingston ON K7P0E4,-1.0,-1.0,,-10.0,-1.0,-8.0,2.0,-168.0,-127.0,108.08333333333336,0.3095455900582378,1.0,0.5,1.0,1.0,,10.0,1.0,8.0,2.0,168.0,127.0,0.5,1.89,1.0,1.0,0.48906299471855164,2.0,2.0,2,0,3.0,1678,5663.0,Detached,Average,3.0,3,0,4,1805,5831.0,Detached,797000,Inferior,"The model ranked the candidate property at 868 Roshan Dr as more comparable to the subject at 5004 Fox Run Pl due to its lower effective age (-8 years) and closer subject age (2 years difference), which both positively contributed to the similarity score. However, the lower room count (-10 rooms) and the fact that it was sold recently had a negative impact, making the candidate slightly less comparable overall."
4761446,891 Safari Dr,1,5004 Fox Run Pl Kingston ON K7P0E4,-0.5,0.0,,-9.0,-1.0,-41.0,-31.0,-937.0,-416.0,35.83333333333337,0.3172659249454395,1.0,0.5,0.5,0.0,,9.0,1.0,41.0,31.0,937.0,416.0,0.5,1.12,1.0,0.0,-3.147024631500244,3.0,2.0,2,0,3.0,1678,5663.0,Detached,Average,2.5,2,1,4,2094,6600.0,Detached,856000,Inferior,"The model ranked the candidate property lower primarily due to the significant difference in room count (9 rooms fewer than the subject), which had the largest negative impact on the score (SHAP -0.27). Additionally, the candidate property's age being 31 years older than the subject also contributed to the lower ranking (SHAP -0.43). Despite similarities in bedrooms and GLA, these differences in room count and age had the most significant impact on the model's ranking."
4761696,514 Triangle St,1,11 Bermondsey Way Stittsville ON K2S2Y7,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,465.0,-380.0,126.66666666666674,0.7365936290775997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,465.0,380.0,0.5,3.54,1.0,1.0,2.9146361351013184,1.0,2.5,2,1,3.0,1751,3358.0,Townhouse,Good,2.5,2,1,3,2131,2893.0,Townhouse,755000,Good,"The model ranked the property at 514 Triangle St as relatively comparable to the subject property due to its similar room count, number of bedrooms, and effective age. However, the larger absolute gross living area difference, recent sale status, and significantly different lot utility led the model to score it slightly lower in comparison."
4761696,225 Lift Lane,1,11 Bermondsey Way Stittsville ON K2S2Y7,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-872.0,-7.0,2.3333333333333712,0.4155908662335619,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,872.0,7.0,0.5,3.43,1.0,1.0,2.736264228820801,2.0,2.5,2,1,3.0,1751,3358.0,Townhouse,Good,2.5,2,1,3,1758,4230.0,Townhouse,768800,Good,"The candidate property at 225 Lift Lane received a higher similarity score due to its identical room count and bedroom count compared to the subject property. Additionally, the model considered the slightly lower effective age of the candidate property as a positive similarity factor. However, the recent sale of the candidate property and a moderately larger lot utility difference were seen as dissimilarities, resulting in a lower overall similarity score."
4761696,655 Allied Mews,1,11 Bermondsey Way Stittsville ON K2S2Y7,0.0,0.0,0.0,-1.0,-1.0,0.0,2.0,366.0,-51.0,133.16666666666663,0.6022607566268566,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,2.0,366.0,51.0,0.5,0.15,1.0,0.0,2.211920976638794,3.0,2.5,2,1,3.0,1751,3358.0,Townhouse,Good,2.5,2,1,4,1802,2992.0,Townhouse,705000,Average,"The model ranked the candidate property at 655 Allied Mews as more comparable to the subject property due to its similar room count and bedrooms, as indicated by positive SHAP values of +0.18 and +0.04, respectively. Additionally, the effective age similarity with a SHAP value of +0.35 further contributed to the comparability. However, the model found the lot utility difference, with a SHAP value of -0.17, to be a dissimilarity factor, slightly reducing the overall similarity score."
